student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,exercise_minutes,caffeine_intake_mg,part_time_job,upcoming_deadline,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score
2021,18,Other,Undergraduate,5.81,2.49,2.5,5.47,1.01,5.85,3.69,106,140,0,1,Average,7,29.2,41.29,57.11,29.85
2022,25,Female,High School,2.62,3.92,3.06,3.76,0.0,7.67,7.45,40,11,0,1,Average,4,31.76,40.52,26.46,15.01
2023,23,Female,High School,5.66,3.31,0.67,3.61,1.89,4.41,5.87,126,303,1,1,Poor,2,25.27,74.36,26.34,1.86
2024,17,Female,High School,7.17,3.36,1.12,3.49,1.71,8.62,9.84,35,175,0,1,Average,3,36.88,50.9,52.78,36.65
2025,20,Female,High School,3.2,1.75,2.08,1.39,1.6,6.43,3.25,102,387,0,1,Average,10,33.63,56.39,42.6,9.89
2026,21,Other,Postgraduate,3.97,2.58,2.81,2.17,2.04,6.93,10.3,12,112,0,1,Average,10,42.38,54.85,42.92,22.71
2027,18,Male,Postgraduate,2.46,3.03,2.11,4.54,0.69,6.78,10.16,20,338,1,0,Good,1,15.03,44.63,1.0,1.0
2028,21,Male,High School,6.78,0.49,1.68,2.18,0.0,8.01,1.91,96,166,1,0,Average,8,47.11,27.64,71.21,54.27
2029,17,Other,High School,5.87,3.39,1.07,3.79,3.46,5.69,4.07,21,114,0,0,Average,10,40.4,35.0,74.58,49.68
2030,24,Male,Undergraduate,3.87,0.0,2.63,3.37,1.68,8.02,7.74,76,318,0,1,Poor,7,12.37,42.11,40.55,7.89
2031,16,Other,Postgraduate,2.3,3.59,0.55,3.38,1.18,5.85,8.85,112,65,0,0,Poor,7,26.57,40.45,28.62,16.48
2032,23,Other,Postgraduate,4.78,3.32,1.21,5.3,3.08,8.44,4.0,50,152,0,1,Good,9,27.69,32.48,46.87,27.47
2033,25,Male,High School,3.34,2.02,2.34,1.42,1.76,6.26,7.05,89,47,0,0,Poor,6,32.16,37.44,38.55,17.55
2034,22,Male,Postgraduate,3.98,2.4,3.91,2.23,1.86,8.42,3.59,148,79,0,1,Good,7,30.83,30.18,46.6,28.03
2035,23,Other,Undergraduate,6.3,1.2,1.42,3.23,0.0,6.4,5.65,44,46,0,0,Average,1,23.08,29.58,39.23,14.44
2036,16,Other,Postgraduate,6.81,3.24,3.15,2.78,2.03,7.24,6.9,146,450,0,0,Poor,5,29.43,19.12,53.97,32.27
2037,18,Female,Postgraduate,3.83,3.39,1.72,2.33,2.91,8.16,11.57,38,223,1,0,Good,5,29.41,48.66,33.62,16.3
2038,19,Male,High School,6.31,0.81,2.77,3.5,2.23,6.47,9.01,90,432,0,0,Poor,4,22.91,52.16,36.88,10.17
2039,19,Male,Postgraduate,7.31,0.35,2.06,3.74,2.56,5.96,10.89,46,174,1,0,Poor,3,18.11,60.89,34.54,6.71
2040,17,Male,Postgraduate,4.92,1.52,1.63,1.97,1.88,6.16,5.83,9,226,1,1,Good,5,21.38,62.68,34.42,19.54
2041,20,Female,Postgraduate,4.59,3.13,1.47,1.46,2.56,7.04,7.8,64,469,1,0,Average,2,26.89,44.59,22.14,7.82
2042,17,Female,Undergraduate,4.55,0.68,3.2,3.62,3.01,5.34,5.32,17,219,1,1,Poor,7,22.25,68.1,32.85,19.73
2043,20,Other,High School,4.1,3.69,0.96,4.77,0.0,6.55,9.61,12,252,1,1,Good,6,29.59,77.59,34.56,10.06
2044,16,Female,High School,6.0,1.34,0.68,0.88,4.81,8.33,4.7,12,202,0,1,Good,4,23.63,31.87,49.58,28.49
2045,20,Male,Undergraduate,5.51,2.25,1.65,3.01,1.59,6.65,2.97,22,426,0,1,Average,6,23.39,39.62,35.47,12.49
2046,24,Male,Postgraduate,3.82,4.48,0.56,3.93,1.49,7.51,5.4,149,55,0,0,Average,1,17.63,19.4,22.74,16.16
2047,22,Female,Undergraduate,4.28,1.53,3.01,4.17,0.0,6.93,9.83,139,326,1,1,Poor,8,32.98,67.67,35.82,8.9
2048,24,Female,Postgraduate,5.49,3.52,0.69,3.21,1.86,7.12,4.98,128,262,1,0,Good,9,43.52,36.53,53.06,24.06
2049,19,Female,High School,7.29,2.66,1.8,3.68,0.0,7.65,7.11,85,60,1,1,Poor,5,39.14,50.9,41.92,19.76
2050,25,Female,Undergraduate,2.86,3.8,2.43,2.87,1.24,7.46,8.4,70,345,0,1,Average,4,25.2,34.86,22.17,14.56
2051,16,Female,Undergraduate,6.01,3.27,0.2,0.0,3.2,8.24,6.28,79,405,0,0,Good,9,37.71,23.58,70.46,43.89
2052,19,Other,High School,5.68,2.57,1.44,2.52,0.99,7.31,6.75,15,380,0,1,Average,8,50.26,62.81,52.38,28.03
2053,19,Male,High School,2.98,2.85,2.73,3.07,0.04,6.24,9.15,3,386,0,0,Poor,6,24.93,41.81,32.84,22.22
2054,17,Other,Undergraduate,5.22,2.26,0.05,3.13,0.88,6.23,2.01,101,298,1,0,Good,3,27.46,34.07,34.16,18.26
2055,22,Male,Undergraduate,0.49,2.1,1.26,3.4,0.19,6.66,8.68,16,270,0,1,Good,3,18.59,57.36,3.96,1.0
2056,17,Other,Postgraduate,6.21,1.8,2.36,2.31,1.6,5.8,3.33,93,294,1,0,Good,3,27.88,43.62,37.42,18.41
2057,16,Other,High School,2.83,2.51,0.94,4.64,0.05,8.68,4.17,60,275,0,0,Poor,1,20.7,15.65,21.6,18.91
2058,23,Male,Undergraduate,2.16,4.19,1.49,1.89,1.24,4.88,6.44,45,492,0,0,Poor,6,26.87,46.72,40.74,19.39
2059,19,Male,Undergraduate,6.27,2.57,2.78,2.77,0.93,8.56,7.16,66,332,0,0,Good,6,34.65,32.08,57.9,28.55
2060,17,Other,Postgraduate,5.65,1.89,0.59,2.5,0.48,6.78,1.79,4,479,0,1,Good,3,27.01,48.14,27.16,12.32
2061,22,Female,High School,8.5,3.3,2.21,4.34,2.2,8.04,6.04,37,440,1,0,Average,6,36.15,48.78,55.6,30.42
2062,17,Other,High School,0.95,3.48,2.57,1.79,2.17,7.4,6.65,103,473,0,0,Good,9,32.55,38.79,30.84,27.22
2063,20,Other,Undergraduate,5.46,1.82,1.78,2.64,0.6,6.92,5.09,25,1,1,1,Poor,8,39.48,57.6,47.03,23.86
2064,21,Male,Postgraduate,4.01,2.83,2.76,3.45,2.61,7.06,4.09,100,311,0,1,Poor,10,44.11,41.68,59.02,33.68
2065,21,Other,Postgraduate,1.47,1.98,0.98,4.52,1.19,7.18,11.12,66,67,0,0,Average,5,17.78,38.01,16.77,1.0
2066,17,Male,Postgraduate,4.34,2.37,1.74,1.13,2.16,6.1,8.48,147,303,1,1,Average,8,35.23,62.82,40.83,20.1
2067,16,Female,High School,6.37,1.87,2.25,2.86,1.05,6.1,7.97,103,192,1,0,Average,2,32.5,35.43,35.76,24.31
2068,17,Female,Undergraduate,4.25,1.61,2.69,2.7,1.96,8.24,5.27,25,353,1,1,Poor,4,24.71,46.19,31.47,10.76
2069,24,Male,Undergraduate,7.87,1.36,1.08,1.87,1.14,7.2,3.23,34,477,1,0,Average,9,41.61,46.62,75.31,36.65
2070,25,Male,Postgraduate,4.38,1.1,2.37,1.98,2.59,5.06,3.74,82,187,0,1,Average,3,11.69,53.14,21.6,5.69
2071,21,Other,Postgraduate,3.07,2.72,3.28,4.95,4.63,7.32,9.15,25,341,1,0,Poor,2,13.0,43.02,7.95,1.0
2072,19,Male,Undergraduate,3.12,3.85,0.0,3.9,1.2,7.37,5.67,25,270,1,0,Good,5,26.76,39.39,21.34,16.95
2073,20,Female,Postgraduate,5.37,3.92,3.03,2.64,1.11,7.68,7.98,59,436,0,0,Poor,1,30.99,50.85,19.92,15.62
2074,17,Male,Undergraduate,4.6,2.62,2.82,3.0,2.16,7.67,11.48,148,159,0,1,Good,7,31.61,49.41,41.05,21.36
2075,22,Male,Postgraduate,1.85,2.37,2.97,2.02,2.45,7.52,7.38,74,454,0,0,Average,3,23.77,33.51,13.36,3.75
2076,18,Male,Undergraduate,4.0,3.41,2.78,2.88,2.38,7.4,5.06,140,96,0,1,Poor,2,22.41,37.22,22.87,1.94
2077,17,Female,High School,5.24,3.72,0.64,1.17,0.79,5.25,2.82,149,133,1,1,Average,5,34.85,58.17,45.68,19.49
2078,16,Female,Postgraduate,5.69,2.48,1.12,2.68,0.47,6.32,5.35,13,289,0,0,Average,9,46.95,40.76,65.42,51.19
2079,22,Other,High School,2.22,0.69,2.94,3.11,0.13,6.55,7.08,127,36,0,1,Good,8,29.21,38.52,35.09,11.31
2080,25,Other,High School,7.74,0.88,1.17,4.57,2.77,8.21,9.74,135,186,1,0,Average,5,26.43,51.76,55.0,21.42
2081,21,Male,Undergraduate,4.07,2.31,2.13,4.08,2.08,7.67,8.35,4,323,1,0,Average,2,21.51,52.09,19.2,7.63
2082,18,Female,Undergraduate,4.8,2.34,1.37,4.56,2.5,8.0,8.88,132,21,1,0,Average,6,21.38,30.39,40.14,25.27
2083,23,Male,High School,4.11,3.52,2.11,3.95,0.66,7.49,6.71,10,333,1,0,Good,10,35.24,35.66,45.8,34.83
2084,22,Male,Postgraduate,4.05,1.82,2.56,3.26,2.95,6.21,7.46,63,137,1,1,Poor,3,22.02,59.07,20.52,2.84
2085,19,Female,Postgraduate,4.73,0.0,2.58,1.62,0.0,5.18,6.81,61,289,1,0,Average,10,43.18,59.42,43.91,23.67
2086,22,Male,Postgraduate,7.18,4.11,2.4,3.27,3.21,6.88,4.53,128,366,1,0,Average,2,25.08,37.61,44.71,21.79
2087,23,Female,Undergraduate,6.07,1.23,2.65,4.83,1.53,9.36,7.1,51,213,1,0,Poor,3,23.97,40.74,33.35,6.39
2088,22,Male,High School,1.11,1.92,1.48,2.64,0.37,6.83,4.21,73,441,0,0,Good,8,18.59,32.01,26.4,8.87
2089,17,Male,High School,5.82,1.86,1.76,2.2,2.33,6.7,2.99,104,170,1,1,Poor,3,24.48,45.27,39.97,20.99
2090,18,Male,Undergraduate,0.38,3.73,1.33,1.45,1.35,5.42,10.56,99,498,0,0,Good,3,22.23,54.48,10.47,2.98
2091,21,Male,High School,6.13,1.36,2.23,2.39,3.14,7.17,2.29,28,286,0,0,Average,3,36.43,32.63,41.27,26.81
2092,17,Female,High School,4.61,2.47,1.68,2.05,2.05,7.18,3.76,7,258,1,1,Average,9,35.12,45.71,48.76,26.38
2093,16,Male,High School,4.94,2.64,1.78,1.0,2.86,6.52,8.7,34,342,0,0,Poor,8,37.33,34.83,58.41,36.36
2094,18,Female,Postgraduate,3.25,3.2,2.01,3.29,1.76,7.42,6.17,115,20,0,0,Average,2,27.19,19.42,35.37,18.85
2095,18,Other,High School,4.17,3.62,3.24,3.49,0.21,6.11,3.86,50,310,1,1,Average,3,24.83,62.42,24.89,8.16
2096,20,Male,Postgraduate,10.49,1.57,3.42,5.12,2.28,5.69,8.0,65,42,0,0,Average,8,48.09,46.39,75.97,47.19
2097,17,Other,Postgraduate,6.88,3.13,2.1,4.62,0.94,7.28,8.24,87,251,1,0,Poor,2,21.9,37.87,37.71,20.95
2098,22,Male,Postgraduate,7.67,3.24,1.44,1.71,0.0,8.36,3.66,134,447,1,0,Good,10,54.95,27.69,75.42,52.6
2099,24,Female,Undergraduate,6.81,1.42,2.9,3.17,0.94,6.55,7.07,73,239,0,1,Good,3,33.93,48.45,46.49,14.24
2100,23,Female,Postgraduate,7.78,2.27,0.89,1.74,0.0,5.04,5.06,78,346,1,0,Average,9,47.94,47.95,66.33,31.47
2101,25,Other,Undergraduate,2.99,0.55,3.95,0.51,0.0,7.12,7.06,22,70,0,0,Good,9,38.92,28.72,52.92,25.03
2102,16,Male,Postgraduate,4.83,4.32,2.49,1.24,0.0,7.78,4.3,105,21,0,1,Average,4,37.34,33.89,44.25,22.48
2103,24,Female,Undergraduate,6.12,3.73,1.13,1.96,0.79,4.47,9.86,24,469,0,0,Average,5,35.25,74.15,45.19,26.0
2104,20,Male,Postgraduate,5.87,3.67,3.19,0.48,0.67,8.04,6.07,131,250,0,1,Average,8,39.89,35.5,53.06,28.86
2105,17,Female,Undergraduate,5.42,1.54,1.59,5.29,3.12,9.83,13.26,100,44,0,0,Poor,10,31.84,23.99,52.7,36.19
2106,18,Female,High School,5.63,1.34,2.86,2.47,0.0,6.3,11.34,42,124,1,0,Poor,8,43.95,61.76,45.94,21.43
2107,23,Female,Undergraduate,5.36,2.42,2.04,1.72,3.87,7.48,7.01,142,410,0,0,Average,5,25.64,22.73,47.31,25.64
2108,25,Male,Postgraduate,5.03,0.96,4.07,3.23,1.83,8.32,8.49,70,295,0,1,Poor,6,36.06,39.92,47.75,32.19
2109,23,Male,Undergraduate,6.11,3.92,2.21,2.42,1.32,6.34,9.13,94,99,0,1,Good,5,31.19,51.23,35.12,20.48
2110,20,Other,Undergraduate,5.11,3.38,0.81,4.87,1.57,6.84,5.02,122,185,1,0,Average,3,29.4,47.13,37.26,20.51
2111,24,Male,Undergraduate,4.41,1.88,1.45,5.82,0.0,7.2,6.01,54,194,0,1,Poor,4,28.16,42.93,39.41,13.27
2112,18,Other,Postgraduate,6.85,2.95,3.43,5.84,2.94,7.25,2.99,21,459,1,1,Average,8,30.73,58.21,54.47,17.5
2113,16,Male,Undergraduate,5.79,2.44,1.86,4.45,1.21,5.98,10.86,93,210,0,0,Poor,1,29.17,38.12,29.83,23.46
2114,16,Other,Postgraduate,6.02,2.95,2.94,1.19,1.68,6.67,5.05,139,287,0,1,Average,3,36.77,48.27,42.53,18.36
2115,18,Other,Undergraduate,0.55,2.17,0.72,3.27,1.94,8.92,7.09,52,399,1,0,Poor,5,14.23,29.42,15.78,11.17
2116,16,Female,High School,6.94,1.04,3.6,5.46,1.12,8.26,5.58,27,170,0,0,Good,6,33.57,21.59,70.33,35.73
2117,25,Female,Postgraduate,2.91,3.23,1.77,4.4,0.0,8.98,7.65,125,499,1,0,Poor,10,40.65,35.17,42.28,25.24
2118,23,Other,Undergraduate,7.15,1.3,1.35,3.8,2.84,6.68,10.07,77,53,0,0,Poor,5,23.33,41.29,47.09,21.08
2119,20,Male,High School,5.48,2.1,1.23,3.73,2.74,5.44,6.03,149,420,0,0,Poor,2,11.47,37.81,20.82,10.57
2120,25,Male,Undergraduate,5.11,2.11,2.84,0.92,2.96,7.9,8.89,128,477,1,0,Poor,10,42.28,50.89,50.02,32.29
2121,16,Male,High School,1.1,3.51,1.78,1.63,0.0,8.14,10.45,53,398,1,0,Good,1,15.19,50.74,1.5,1.0
2122,17,Female,Postgraduate,6.6,3.44,1.7,2.65,1.48,6.45,11.12,33,9,1,1,Good,5,35.52,61.36,45.11,21.97
2123,16,Female,Postgraduate,1.38,2.33,2.73,1.43,2.43,6.83,8.1,90,469,0,1,Poor,9,31.83,58.62,24.94,15.77
2124,24,Other,Undergraduate,4.54,2.88,2.45,4.98,1.81,6.1,9.01,27,4,1,0,Good,7,23.46,50.27,39.25,17.01
2125,18,Male,Postgraduate,1.74,5.35,1.24,4.33,0.56,7.2,6.31,107,352,0,0,Good,2,25.86,25.81,15.23,4.93
2126,18,Female,High School,2.26,2.66,2.15,2.84,2.07,6.68,5.02,99,333,0,0,Poor,1,12.92,37.76,12.25,8.11
2127,20,Male,Undergraduate,8.71,2.16,2.05,1.54,0.71,7.2,12.41,40,483,0,0,Good,8,50.31,52.36,74.1,44.47
2128,25,Female,High School,1.8,2.95,3.68,3.73,1.07,5.4,11.53,126,354,1,0,Average,4,18.22,54.54,13.0,1.0
2129,23,Female,High School,5.33,2.61,1.79,0.0,1.07,6.82,6.17,110,401,1,0,Poor,4,33.82,35.7,45.25,27.28
2130,19,Other,High School,3.34,3.29,2.78,2.46,1.81,6.16,8.5,26,434,0,1,Average,9,40.77,59.0,48.77,16.13
2131,24,Male,High School,5.97,1.88,2.04,4.46,2.03,5.3,6.89,65,378,1,0,Poor,1,8.08,43.63,20.27,12.87
2132,16,Female,Postgraduate,4.35,1.34,3.3,4.73,0.78,7.97,2.68,9,183,0,0,Good,7,28.56,19.7,45.15,28.32
2133,24,Female,Undergraduate,6.01,2.11,3.57,2.77,1.7,6.72,14.61,109,93,1,1,Poor,5,35.5,62.8,40.47,13.44
2134,16,Other,High School,3.13,1.44,1.19,4.65,0.93,7.07,6.59,77,425,1,1,Poor,8,34.33,68.65,30.56,3.44
2135,21,Male,High School,3.81,3.66,1.29,5.94,1.43,7.18,10.29,50,289,1,0,Poor,5,20.33,52.21,27.79,13.38
2136,19,Female,Postgraduate,3.93,0.0,1.53,3.94,2.64,7.88,4.61,87,128,0,0,Good,10,31.63,20.38,54.52,27.32
2137,19,Other,High School,6.78,4.24,1.67,1.1,1.26,8.27,10.04,41,108,0,0,Average,7,49.73,31.6,62.38,39.04
2138,18,Male,High School,4.01,3.29,3.33,3.33,2.51,5.98,6.31,121,383,0,1,Good,4,19.68,45.39,21.0,1.0
2139,16,Female,Postgraduate,5.17,3.42,1.91,2.2,0.32,6.05,3.99,80,360,1,0,Average,9,32.33,48.59,53.97,26.96
2140,19,Other,Postgraduate,1.7,1.29,0.35,4.15,0.0,7.45,12.03,50,78,0,1,Poor,5,25.68,49.01,26.29,12.94
2141,16,Other,High School,6.15,1.74,2.05,4.56,1.29,8.41,9.69,2,278,0,0,Poor,9,42.62,35.93,66.37,35.32
2142,17,Female,Undergraduate,4.39,2.88,3.48,4.5,2.12,7.87,7.97,109,235,1,0,Poor,2,11.0,31.06,22.87,5.27
2143,22,Female,High School,3.55,4.51,2.78,1.31,3.35,8.16,5.12,93,363,1,0,Poor,10,38.55,33.52,56.64,34.67
2144,25,Female,Postgraduate,4.56,2.84,2.7,0.0,3.03,4.41,12.15,91,257,0,0,Poor,9,29.35,58.55,45.31,22.84
2145,18,Female,Postgraduate,4.12,3.85,0.67,0.0,2.33,6.53,11.48,134,208,1,1,Average,5,45.82,64.39,28.75,10.24
2146,17,Female,Postgraduate,1.09,3.74,0.53,2.05,2.98,5.88,11.35,90,243,0,0,Good,8,34.51,48.1,35.63,11.06
2147,24,Male,Undergraduate,4.12,2.3,2.11,0.93,0.09,7.13,10.71,137,248,0,1,Good,8,42.76,54.67,43.63,30.44
2148,20,Female,Postgraduate,5.35,3.44,1.68,1.71,1.54,5.27,7.91,27,96,1,0,Good,4,28.4,62.04,33.98,6.92
2149,20,Other,Undergraduate,5.38,1.91,2.3,0.79,2.42,5.96,12.58,60,421,0,0,Average,7,38.75,52.53,50.74,17.56
2150,19,Other,High School,5.27,3.6,1.44,3.13,2.44,8.13,8.5,120,242,1,1,Average,8,37.81,53.59,49.48,27.5
2151,19,Female,Postgraduate,7.41,3.82,3.19,1.98,1.03,5.43,11.43,127,98,1,1,Good,10,44.04,66.0,64.31,31.02
2152,24,Female,Undergraduate,4.14,0.77,2.66,5.33,1.52,8.39,10.6,62,253,1,1,Good,9,31.9,60.37,37.17,13.29
2153,18,Female,High School,1.4,4.55,1.04,2.53,1.36,8.0,4.35,11,200,0,0,Good,2,26.8,25.35,9.66,12.81
2154,25,Male,Postgraduate,5.06,1.66,1.24,3.4,0.25,5.96,5.82,148,97,1,0,Average,4,27.49,40.8,38.45,16.69
2155,18,Male,High School,1.58,2.9,2.25,2.43,3.37,7.2,8.19,76,69,0,1,Good,4,8.92,44.46,9.32,1.0
2156,20,Female,High School,5.29,2.44,3.59,0.82,1.49,7.18,3.03,60,211,0,0,Poor,10,36.49,19.85,67.44,35.92
2157,24,Other,High School,3.69,3.16,2.83,3.72,0.52,6.37,5.83,16,139,1,1,Average,3,25.37,72.37,20.33,1.0
2158,21,Female,High School,4.07,2.63,2.28,3.52,0.44,8.53,6.4,102,456,1,0,Poor,9,36.56,38.06,43.62,28.52
2159,25,Other,High School,4.19,1.05,2.32,3.42,4.52,5.49,4.43,60,327,0,1,Good,3,14.33,57.61,11.85,1.0
2160,18,Female,Postgraduate,3.94,2.84,1.3,5.79,1.31,6.08,8.1,77,359,1,0,Good,4,19.55,61.42,24.99,1.0
2161,22,Female,Postgraduate,4.58,2.68,2.54,0.52,3.36,7.83,6.52,85,303,0,1,Good,10,37.39,35.98,62.65,37.61
2162,18,Female,High School,7.51,1.38,2.08,3.85,0.99,7.05,1.74,85,157,0,1,Good,2,26.14,38.23,47.07,11.89
2163,19,Male,High School,7.04,3.42,1.79,4.48,2.74,5.04,14.82,137,17,1,0,Average,7,28.01,60.46,45.9,24.69
2164,23,Female,High School,6.88,2.13,4.1,2.77,3.19,6.35,8.66,149,82,0,0,Good,7,40.01,34.2,63.65,45.95
2165,22,Other,Postgraduate,7.03,3.08,2.17,1.92,2.54,7.34,6.51,77,497,0,1,Good,8,43.18,50.88,55.75,34.87
2166,22,Male,High School,5.89,1.79,4.0,2.54,2.89,6.25,5.02,141,437,0,1,Poor,1,20.95,47.67,24.01,1.73
2167,18,Female,Undergraduate,2.0,0.62,1.99,0.0,0.08,6.2,8.17,57,7,0,1,Average,2,14.35,47.2,10.03,1.0
2168,23,Other,Postgraduate,3.49,4.27,2.83,4.17,2.34,5.85,4.45,73,368,1,0,Good,7,26.58,47.22,36.2,12.89
2169,21,Male,Postgraduate,4.67,2.0,1.37,3.83,1.39,6.54,3.18,75,301,0,0,Average,4,21.48,35.02,33.52,4.81
2170,23,Other,Undergraduate,6.64,3.82,1.72,1.07,0.52,6.55,7.08,3,497,0,1,Good,3,37.64,62.57,42.62,29.18
2171,19,Female,Undergraduate,4.46,0.92,0.78,5.14,0.0,7.07,7.02,33,370,0,1,Average,4,15.46,54.37,27.67,1.67
2172,22,Other,Postgraduate,5.91,1.41,2.68,1.85,2.43,5.67,5.02,137,111,1,0,Average,7,34.17,30.58,55.32,23.41
2173,18,Female,Postgraduate,4.86,3.07,3.64,1.76,1.0,6.08,2.87,17,350,1,1,Average,2,35.7,60.23,27.33,18.12
2174,20,Other,Postgraduate,6.23,2.26,1.81,0.46,1.56,6.84,10.69,99,488,1,0,Good,10,38.15,51.91,62.65,44.98
2175,19,Other,High School,7.82,3.37,1.54,3.87,0.0,7.61,7.81,43,265,1,1,Average,9,44.8,55.18,67.4,37.38
2176,18,Other,Postgraduate,4.75,1.22,2.64,2.7,0.97,7.0,8.73,12,105,1,1,Good,8,25.13,52.45,36.94,19.48
2177,22,Other,Undergraduate,3.62,2.09,3.4,0.77,2.4,7.92,9.68,135,486,0,0,Average,4,23.55,40.06,25.34,14.2
2178,25,Other,Undergraduate,7.95,2.34,2.04,6.15,2.82,5.46,6.95,52,225,1,1,Poor,4,27.07,59.72,44.65,15.73
2179,17,Male,Postgraduate,1.72,1.68,1.54,4.06,0.94,6.12,14.09,80,220,0,1,Good,7,17.96,60.14,21.23,4.31
2180,23,Other,Undergraduate,1.94,1.92,2.11,4.11,0.99,7.53,4.6,129,4,1,0,Good,5,16.65,34.36,8.77,1.0
2181,25,Other,High School,3.62,2.56,2.26,3.24,0.0,6.13,7.43,71,21,1,0,Good,1,25.09,53.44,13.99,9.09
2182,25,Other,Undergraduate,5.37,2.24,2.34,3.51,2.4,7.2,3.81,50,84,0,0,Average,2,26.59,25.6,30.81,31.2
2183,22,Female,Undergraduate,3.12,5.19,3.53,5.87,0.26,5.26,7.26,26,28,1,1,Average,7,31.54,62.49,31.51,12.19
2184,22,Other,High School,5.3,1.81,1.45,3.41,0.37,6.38,7.41,107,220,1,1,Poor,4,20.32,64.77,25.85,2.64
2185,20,Male,Postgraduate,3.92,2.93,3.12,0.0,2.22,4.25,3.17,141,350,1,0,Good,2,25.64,46.63,14.58,5.16
2186,24,Male,High School,6.41,1.73,0.56,5.69,1.27,6.3,7.85,138,273,1,1,Poor,7,13.86,58.0,47.25,20.98
2187,16,Male,Undergraduate,5.2,3.91,2.84,2.8,2.61,5.9,6.87,147,154,0,1,Good,8,40.08,51.38,52.4,21.63
2188,23,Other,Postgraduate,3.85,2.84,2.87,2.34,1.09,8.26,5.89,53,162,0,1,Average,9,40.6,37.49,53.96,24.43
2189,25,Female,High School,3.32,1.61,2.55,2.65,2.09,6.1,5.34,116,418,1,0,Good,10,37.28,52.07,40.7,22.9
2190,22,Male,Undergraduate,3.51,1.96,1.42,1.3,0.0,7.74,7.53,27,402,0,1,Good,1,18.5,55.45,13.34,1.74
2191,17,Female,High School,4.49,0.56,2.65,3.47,0.0,8.37,5.85,58,26,0,1,Poor,8,43.8,36.49,58.45,37.71
2192,21,Female,High School,3.81,3.11,2.9,1.56,2.05,6.89,10.64,42,184,0,1,Average,6,22.58,53.47,23.47,9.71
2193,17,Other,Postgraduate,4.08,3.2,3.42,1.7,2.06,6.61,7.58,54,182,0,0,Good,6,32.09,32.55,46.22,16.26
2194,24,Female,Undergraduate,4.47,2.52,1.36,5.88,2.0,8.54,7.74,131,45,0,1,Good,9,32.65,34.13,61.67,32.54
2195,24,Other,Undergraduate,2.76,1.62,2.54,2.09,2.25,7.53,2.94,105,117,0,0,Average,10,32.27,15.99,51.48,36.99
2196,19,Female,Postgraduate,3.81,5.08,0.62,4.67,0.19,6.47,11.41,126,19,1,0,Average,1,20.3,46.47,21.78,2.74
2197,24,Other,Postgraduate,6.54,2.75,0.11,3.92,0.96,4.45,9.65,24,400,1,1,Average,6,31.86,75.95,42.41,17.46
2198,18,Other,Postgraduate,5.53,1.59,2.13,0.95,0.58,8.99,10.02,19,211,0,0,Good,10,48.64,35.85,63.41,29.84
2199,17,Other,High School,7.55,3.08,3.3,5.64,1.52,7.64,4.32,16,449,0,0,Good,10,30.6,26.35,72.04,39.0
2200,18,Male,Undergraduate,8.09,0.45,1.83,1.31,2.02,8.08,5.33,122,41,1,1,Good,1,33.86,48.29,41.53,28.78
2201,18,Female,Undergraduate,6.33,1.73,2.04,0.34,2.47,9.19,5.59,14,137,0,1,Average,7,33.67,39.55,57.26,37.54
2202,16,Female,High School,3.6,3.22,1.52,5.17,0.03,5.22,9.07,10,168,0,1,Average,7,27.65,64.94,34.26,8.34
2203,21,Female,Postgraduate,5.91,3.03,1.78,3.85,1.83,6.98,5.17,117,246,0,1,Average,7,41.53,37.16,51.75,27.67
2204,24,Female,Undergraduate,5.77,4.24,2.43,3.11,0.97,5.93,3.56,87,250,0,1,Poor,10,43.44,46.04,58.6,37.29
2205,22,Male,Postgraduate,6.06,0.47,2.91,2.16,3.1,6.48,9.97,28,14,1,0,Poor,9,36.06,46.56,50.79,22.52
2206,23,Other,Undergraduate,5.62,4.87,2.26,3.01,1.39,7.24,7.21,64,454,0,1,Poor,2,28.38,59.46,21.51,1.0
2207,21,Male,Undergraduate,4.02,3.24,2.0,0.0,0.33,5.59,9.5,27,156,1,0,Poor,5,42.66,65.75,33.83,14.85
2208,21,Female,High School,4.19,5.28,2.13,2.38,2.06,6.52,12.9,7,13,1,0,Poor,2,29.21,61.38,20.43,1.5
2209,20,Female,Postgraduate,6.05,3.19,2.76,3.94,1.41,6.67,9.93,0,420,0,1,Poor,9,42.12,74.73,58.17,22.59
2210,24,Male,Undergraduate,7.91,4.81,2.72,5.46,2.4,6.8,5.16,94,26,0,1,Average,1,25.49,35.13,42.77,27.48
2211,18,Female,High School,8.59,0.0,1.52,3.76,3.42,5.91,2.99,87,464,0,0,Poor,8,41.11,43.42,72.46,39.14
2212,24,Male,Postgraduate,3.8,1.66,1.82,0.76,2.4,8.31,6.67,97,210,0,1,Poor,2,16.42,29.34,23.36,12.47
2213,20,Female,Postgraduate,3.74,3.89,3.27,4.31,2.09,7.53,5.13,44,249,0,1,Poor,5,15.02,34.66,26.91,13.32
2214,18,Male,Postgraduate,7.63,1.76,1.13,2.17,0.8,8.43,9.41,123,80,1,1,Good,9,47.59,43.54,65.66,36.4
2215,23,Male,Undergraduate,2.88,2.83,0.0,1.8,0.0,5.73,8.51,78,481,0,1,Poor,7,34.23,66.5,26.8,13.0
