student_id,age,gender,academic_level,study_hours,self_study_hours,online_classes_hours,social_media_hours,gaming_hours,sleep_hours,screen_time_hours,internet_quality,mental_health_score,focus_index,burnout_level,productivity_score,exam_score
1393,21,Male,High School,6.21,3.03,0.85,2.59,1.18,7.21,5.38,Poor,6,32.96,39.0,44.5,31.2
1398,24,Male,High School,4.39,1.87,2.51,3.08,3.06,6.74,6.52,Average,4,22.13,50.44,23.44,16.74
1399,17,Male,High School,8.26,0.82,3.38,2.2,2.69,5.22,10.39,Average,2,27.11,63.88,40.24,17.03
1405,16,Male,High School,7.57,1.07,1.79,2.95,2.21,6.21,4.06,Average,2,21.57,36.49,35.97,18.67
1406,16,Male,High School,5.77,1.96,2.41,2.1,0.21,6.42,7.52,Good,6,28.62,57.22,47.76,22.73
1414,18,Male,High School,4.53,3.65,0.69,2.9,1.2,6.26,5.75,Good,5,28.61,51.32,36.57,13.68
1415,22,Male,High School,2.55,3.41,2.59,2.33,0.52,4.69,5.3,Good,5,21.28,60.79,13.15,3.51
1416,20,Other,High School,4.74,3.62,3.84,2.63,0.0,5.59,3.02,Poor,8,42.45,45.05,55.69,33.01
1419,22,Female,High School,8.29,2.18,1.46,2.15,0.05,7.22,8.5,Average,10,54.26,47.94,83.2,50.83
1420,25,Male,High School,1.02,1.03,3.18,3.08,0.41,6.27,8.6,Average,7,21.08,48.72,18.62,1.0
1421,23,Other,High School,4.32,3.98,1.47,0.0,1.18,7.04,10.27,Poor,10,47.14,47.81,53.04,37.01
1425,22,Female,High School,5.22,1.41,0.91,4.57,1.36,8.42,6.39,Good,10,30.18,47.53,56.62,21.73
1426,18,Male,High School,4.9,4.69,2.3,4.0,1.45,7.78,6.83,Good,2,25.43,47.68,32.02,10.78
1427,17,Male,High School,4.26,2.6,2.64,0.64,1.66,6.17,4.26,Good,9,38.75,26.56,51.39,20.87
1430,17,Female,High School,7.87,2.95,2.36,0.79,0.89,8.09,2.66,Poor,10,52.18,16.26,83.55,54.41
1432,24,Female,High School,7.0,2.76,1.34,1.99,3.25,8.76,4.92,Good,10,41.21,31.4,74.99,34.91
1434,16,Other,High School,2.29,1.25,1.89,5.4,0.0,9.65,5.91,Average,10,32.65,28.2,34.32,27.89
1442,18,Male,High School,5.65,2.54,2.42,2.16,0.31,7.66,8.78,Average,8,43.92,50.95,52.17,23.21
1447,22,Other,High School,3.79,2.42,2.02,1.91,2.2,7.55,10.86,Good,8,33.11,54.51,37.41,10.28
1454,21,Other,High School,0.44,2.37,1.09,3.89,2.36,6.35,9.28,Poor,3,5.79,48.95,1.0,1.0
1456,17,Other,High School,4.21,3.84,2.6,4.29,1.84,7.17,8.28,Average,7,26.83,47.1,45.43,23.24
1457,20,Male,High School,5.94,2.38,1.18,4.48,3.4,7.43,6.32,Good,9,30.33,46.37,62.93,28.41
1458,22,Male,High School,4.1,4.67,3.36,3.0,0.0,7.59,9.05,Poor,5,35.27,61.36,33.07,1.57
1461,17,Other,High School,3.61,2.69,3.25,0.73,0.24,8.07,8.05,Poor,8,42.54,64.51,40.83,15.23
1463,19,Female,High School,3.8,2.81,0.0,0.24,0.64,8.54,5.67,Good,9,38.45,35.04,54.42,27.41
1469,16,Male,High School,4.92,0.19,1.49,2.15,2.94,6.08,10.05,Poor,5,15.0,45.89,26.3,13.42
1470,19,Female,High School,5.27,2.94,3.94,0.23,4.11,5.62,6.77,Average,3,27.99,37.17,34.77,19.87
1473,24,Male,High School,4.88,3.56,2.02,3.15,1.72,7.7,3.04,Average,3,23.86,33.64,37.97,9.64
1475,19,Female,High School,5.29,3.1,4.8,1.18,2.26,5.95,1.21,Average,4,33.0,33.8,47.33,43.03
1476,24,Other,High School,1.86,1.04,2.51,3.62,1.7,8.15,4.74,Average,9,28.81,39.63,37.32,17.7
1481,19,Other,High School,2.61,5.42,2.63,5.16,2.24,7.16,5.88,Average,6,28.65,48.77,27.89,4.95
1482,22,Other,High School,4.57,3.32,1.79,0.87,0.82,6.74,13.56,Average,9,46.21,57.87,58.24,28.28
1484,19,Female,High School,4.28,4.11,2.6,3.69,3.27,8.5,7.51,Average,1,28.43,34.35,26.91,14.98
1492,19,Other,High School,3.33,3.34,0.0,0.49,0.06,6.06,10.14,Poor,10,35.45,66.44,27.63,12.2
1494,20,Female,High School,4.55,1.76,1.35,5.62,3.17,6.72,9.47,Average,2,20.09,58.34,21.85,2.27
1495,16,Female,High School,5.56,3.52,0.64,3.64,2.71,7.44,8.39,Average,9,41.21,39.49,56.57,35.45
1496,24,Female,High School,7.75,2.76,3.76,1.03,0.0,7.23,6.84,Poor,10,51.43,50.1,64.42,35.14
1499,17,Female,High School,5.71,2.59,2.35,4.76,1.92,7.95,5.37,Good,10,42.31,33.49,58.55,31.48
1503,19,Other,High School,7.78,3.64,2.01,4.67,0.0,6.92,9.64,Poor,6,42.41,47.11,59.92,34.72
1514,17,Other,High School,5.88,2.36,4.03,5.63,2.01,4.0,8.8,Good,5,24.17,56.81,43.7,22.84
1515,19,Male,High School,7.95,2.88,2.49,3.12,3.48,9.74,8.77,Average,2,32.3,35.53,41.48,21.62
1519,24,Female,High School,8.55,3.55,1.62,2.87,1.9,6.85,8.08,Average,1,32.29,40.07,44.17,22.27
1524,23,Female,High School,1.69,1.37,2.02,5.25,3.78,8.3,6.59,Good,3,5.85,51.93,2.14,1.0
1527,16,Male,High School,2.87,3.95,2.25,3.44,0.0,5.7,8.97,Average,8,41.49,52.7,40.2,15.54
1530,23,Female,High School,4.16,2.65,2.02,1.88,2.44,6.62,5.1,Average,8,34.32,43.57,51.17,21.22
1533,22,Female,High School,6.48,1.43,2.58,1.84,1.78,7.55,8.89,Good,1,33.9,31.55,40.01,23.71
1539,23,Female,High School,3.54,1.41,1.23,4.4,0.61,7.51,9.92,Poor,10,29.85,50.15,43.59,21.31
1541,17,Female,High School,7.85,0.89,2.99,2.99,0.99,6.46,12.74,Poor,1,32.14,43.54,45.52,26.17
1545,18,Male,High School,6.15,2.22,4.26,2.52,1.02,8.29,11.19,Good,4,36.15,51.62,39.14,20.66
1555,23,Male,High School,5.08,2.44,2.06,3.51,2.51,8.51,8.61,Poor,10,40.57,22.94,56.72,34.5
1562,18,Male,High School,7.99,3.06,2.01,2.95,0.0,7.31,7.59,Average,4,35.99,47.87,56.82,31.91
1563,17,Female,High School,7.41,4.46,1.18,4.67,1.5,6.62,4.4,Average,10,51.4,40.34,74.62,44.65
1565,23,Other,High School,3.56,2.68,3.12,4.87,1.99,6.47,1.46,Poor,7,21.86,40.41,44.95,11.33
1569,25,Female,High School,4.57,4.57,2.04,4.88,1.14,7.15,10.46,Poor,9,33.71,40.91,55.42,34.5
1570,25,Other,High School,3.46,3.02,1.79,3.06,2.36,8.39,6.97,Average,8,27.86,42.52,41.7,27.81
1571,24,Male,High School,6.32,2.85,2.49,4.8,0.63,8.8,2.4,Poor,7,42.72,13.55,63.34,47.08
1572,19,Other,High School,7.35,4.09,2.58,2.04,2.08,8.77,5.77,Poor,7,52.83,36.66,71.7,44.65
1573,25,Other,High School,3.13,3.81,3.43,4.61,5.15,5.24,7.78,Poor,6,2.97,68.0,12.95,1.0
1579,21,Other,High School,4.1,1.31,2.76,2.8,1.82,5.44,3.79,Average,3,21.95,45.24,20.18,10.04
1580,20,Female,High School,1.62,4.19,2.62,3.64,0.0,8.59,5.98,Good,7,27.22,27.25,35.23,14.46
1584,23,Female,High School,2.82,1.66,2.18,1.63,0.0,7.68,9.8,Good,1,22.06,29.09,16.27,10.24
1587,21,Female,High School,5.74,0.17,2.9,4.19,2.32,6.1,10.41,Poor,1,7.36,75.73,15.73,1.09
1588,22,Male,High School,3.29,1.26,3.57,2.71,1.25,6.72,11.9,Average,6,19.25,72.26,26.54,10.59
1595,23,Male,High School,3.32,3.43,1.64,2.36,0.21,8.08,8.97,Good,9,42.77,39.66,47.05,18.0
1597,16,Male,High School,7.73,0.0,2.55,2.86,0.0,9.61,3.7,Good,6,40.14,38.76,63.79,40.81
1601,20,Other,High School,2.8,2.15,1.39,3.75,1.4,8.49,11.19,Good,6,17.93,57.22,14.41,8.57
1603,22,Female,High School,3.22,3.11,0.86,4.43,2.75,7.24,1.26,Good,2,28.64,28.05,35.35,28.91
1606,23,Other,High School,4.13,0.7,3.31,5.02,1.88,7.01,7.42,Average,10,31.53,26.42,62.95,36.74
1607,24,Other,High School,4.54,2.37,0.33,0.0,2.25,5.41,6.29,Poor,2,26.53,53.11,29.37,9.16
1608,18,Other,High School,5.53,4.14,2.53,3.08,1.97,5.66,9.78,Poor,5,31.04,51.32,39.67,10.36
1609,20,Female,High School,7.54,2.61,2.08,2.41,2.69,7.22,6.71,Good,1,27.86,33.43,51.4,25.27
1611,20,Other,High School,5.65,1.71,4.31,2.63,1.22,5.87,8.02,Poor,7,39.01,51.5,43.88,19.57
1612,20,Male,High School,8.37,3.49,1.33,2.38,0.09,8.9,5.19,Average,9,49.53,26.6,69.64,39.99
1613,22,Male,High School,4.71,2.27,0.94,2.81,0.53,4.98,8.94,Good,3,25.33,45.49,30.48,17.51
1617,17,Male,High School,2.32,2.36,1.7,3.27,2.76,8.37,7.94,Average,8,22.64,37.31,38.93,14.38
1618,24,Female,High School,4.65,5.34,2.22,0.76,0.04,7.11,11.01,Good,6,38.55,53.07,31.7,15.72
1619,18,Female,High School,3.56,1.19,2.02,2.12,0.0,8.28,8.9,Average,4,22.09,42.31,23.32,8.81
1622,22,Female,High School,3.38,4.52,2.77,3.78,2.38,5.87,6.21,Poor,2,15.63,43.4,13.7,1.0
1629,20,Female,High School,4.18,0.23,3.64,2.59,0.92,7.66,10.63,Good,1,16.18,65.82,1.45,1.0
1631,22,Male,High School,4.51,2.95,1.27,0.01,2.41,6.04,9.63,Good,1,32.5,50.41,30.04,17.98
1632,23,Male,High School,6.96,0.6,4.21,3.02,2.65,5.75,6.52,Average,10,37.92,45.38,70.37,36.52
1637,22,Male,High School,6.3,3.66,1.13,5.19,0.0,7.32,6.47,Average,4,25.07,63.36,32.72,2.43
1639,19,Female,High School,5.23,1.86,2.25,5.68,2.22,8.82,9.37,Average,5,32.74,43.57,39.95,18.5
1645,19,Other,High School,6.9,5.42,3.14,2.39,3.15,5.03,11.42,Average,3,27.71,67.76,27.51,11.09
1649,21,Other,High School,3.92,3.22,1.57,2.01,0.5,7.2,6.88,Good,5,32.98,26.25,41.67,21.26
1650,22,Female,High School,3.75,0.21,3.22,2.75,1.42,4.52,6.81,Poor,10,29.79,47.62,44.89,20.54
1653,17,Male,High School,3.14,4.94,1.3,5.79,2.09,6.7,7.75,Poor,2,12.41,57.1,7.08,1.0
1654,19,Female,High School,5.32,2.71,0.0,3.58,2.55,7.17,9.59,Good,4,30.52,63.11,32.68,15.06
1655,18,Female,High School,5.63,1.76,2.32,3.99,2.42,5.94,9.88,Average,8,28.77,66.72,41.53,14.88
1660,23,Male,High School,4.29,1.77,3.13,2.57,2.03,5.81,6.56,Poor,1,15.04,45.51,6.46,1.0
1661,24,Male,High School,7.73,1.48,0.44,3.37,0.0,7.79,6.58,Average,3,35.18,35.61,50.4,29.84
1662,22,Male,High School,3.08,3.42,2.56,1.29,0.0,7.33,9.73,Poor,2,20.33,53.5,7.64,1.0
1665,20,Male,High School,4.55,1.68,2.7,2.74,0.92,6.44,8.54,Average,5,33.8,45.61,44.66,26.9
1666,22,Female,High School,4.77,2.53,1.2,3.65,1.29,7.94,9.55,Average,7,25.87,36.68,43.31,32.7
1667,19,Other,High School,5.4,2.75,2.27,0.0,2.33,6.51,8.67,Average,7,36.0,47.87,57.08,30.19
1674,19,Male,High School,4.23,0.0,2.44,5.03,1.42,7.52,12.69,Good,4,18.28,55.85,19.46,1.0
1675,24,Female,High School,2.88,3.42,1.21,4.09,0.0,6.58,8.26,Poor,3,19.34,30.84,34.56,24.73
1679,18,Other,High School,5.03,3.39,1.6,1.41,1.28,4.95,11.72,Average,10,42.17,40.06,60.49,40.74
1682,21,Female,High School,3.78,2.62,2.39,0.38,3.11,4.18,10.75,Average,2,10.07,68.04,16.83,1.0
1690,19,Other,High School,7.15,1.18,0.0,2.28,2.14,6.87,3.78,Average,7,29.75,19.41,54.51,32.88
1691,25,Male,High School,5.97,0.17,1.06,4.23,2.21,7.59,7.19,Good,3,21.27,50.92,26.54,1.0
1694,24,Male,High School,4.15,1.59,2.64,2.49,1.54,7.67,10.76,Average,8,34.32,36.46,51.97,34.63
1695,21,Male,High School,4.06,2.01,2.25,3.31,0.41,6.68,6.84,Average,6,26.27,43.97,38.36,5.29
1698,21,Other,High School,2.53,1.87,0.0,3.61,3.19,6.81,8.2,Average,8,25.23,43.45,29.44,17.98
1701,23,Female,High School,5.1,1.62,1.97,6.42,0.86,7.44,8.84,Good,8,23.87,33.07,49.7,17.78
1702,25,Female,High School,5.46,3.21,1.19,0.87,2.19,7.63,6.69,Poor,9,44.71,42.22,61.79,38.39
1707,25,Female,High School,6.85,2.58,2.15,2.94,1.86,8.48,7.59,Good,7,37.11,29.23,58.17,26.52
1714,17,Male,High School,4.38,1.58,2.73,2.63,0.0,8.6,5.15,Good,8,33.04,47.16,38.18,14.6
1718,16,Other,High School,4.82,3.41,2.76,1.11,0.0,7.81,8.43,Average,2,32.48,58.51,24.52,18.42
1719,23,Other,High School,2.23,3.49,1.97,2.64,4.1,8.33,4.9,Average,3,29.77,10.88,37.01,16.95
1721,19,Male,High School,4.06,2.71,1.06,1.45,1.9,6.99,6.64,Average,7,44.81,39.75,41.88,34.98
1723,21,Female,High School,4.47,4.09,2.37,2.49,3.99,9.6,10.09,Poor,9,36.7,46.73,43.07,17.05
1724,20,Other,High School,3.87,3.3,0.89,4.16,1.66,7.88,8.59,Average,2,28.57,62.55,8.89,1.0
1728,20,Female,High School,3.72,2.95,3.1,1.25,0.0,9.26,7.42,Poor,10,38.95,23.02,57.75,37.36
1729,25,Male,High School,4.79,3.46,0.66,2.81,0.0,5.25,8.78,Good,6,15.15,54.99,37.45,6.12
1732,17,Male,High School,5.82,1.81,0.69,4.31,2.54,7.55,10.34,Poor,5,25.49,55.35,33.01,18.61
1734,17,Other,High School,3.14,2.82,0.0,5.18,2.5,7.31,11.01,Poor,9,16.6,60.87,35.03,14.33
1735,18,Female,High School,5.22,1.64,2.13,2.07,0.69,8.41,6.06,Good,5,32.19,24.19,48.73,29.58
1740,22,Female,High School,2.31,4.2,3.63,3.92,0.79,7.38,5.34,Good,10,40.48,31.58,51.64,30.28
1741,21,Other,High School,4.73,2.83,0.96,2.21,1.65,6.75,10.85,Poor,7,45.29,63.17,40.56,24.47
1743,19,Female,High School,4.85,2.19,2.96,3.16,0.92,5.73,9.37,Average,10,37.52,56.16,57.07,28.48
1744,17,Male,High School,7.29,1.72,3.46,3.18,1.9,5.44,4.24,Good,10,45.43,60.54,68.42,37.94
1746,16,Other,High School,6.6,3.43,2.9,2.55,2.1,7.98,9.24,Average,2,38.5,55.55,37.67,18.62
1747,24,Female,High School,4.11,2.86,1.76,2.91,1.72,5.43,13.53,Average,2,24.12,57.24,23.4,7.7
1750,22,Other,High School,6.52,1.66,1.88,1.21,1.51,4.93,7.42,Good,4,25.11,65.19,38.24,20.93
1751,23,Other,High School,1.43,1.97,1.97,2.06,0.0,7.32,12.43,Good,8,37.27,62.04,29.5,17.89
1754,19,Male,High School,3.19,1.26,2.48,3.41,0.29,6.27,4.28,Good,5,26.59,51.35,23.11,6.18
1757,16,Male,High School,2.75,3.9,1.1,1.21,1.06,7.29,3.8,Poor,9,37.81,40.64,44.28,16.64
1764,21,Male,High School,6.64,1.95,2.27,3.9,0.44,6.39,7.5,Good,9,36.25,56.3,55.34,28.07
1766,19,Male,High School,8.35,0.74,1.85,3.44,2.88,5.37,7.82,Average,9,38.29,58.4,71.04,46.83
1767,17,Male,High School,4.34,0.95,3.5,3.55,1.45,8.92,8.56,Good,3,21.8,52.46,19.29,1.0
1769,19,Female,High School,2.47,3.43,1.44,2.36,0.51,7.49,7.58,Average,3,37.37,38.17,24.87,16.94
1770,19,Female,High School,4.25,1.71,3.57,3.68,1.21,5.68,4.76,Good,6,29.79,37.27,44.54,17.09
1772,24,Other,High School,3.6,3.78,0.95,1.75,0.75,6.75,7.98,Good,1,20.58,62.03,11.6,1.0
1774,17,Male,High School,2.32,3.99,0.54,3.52,1.64,6.84,8.03,Average,4,13.83,33.85,14.88,6.58
1776,20,Female,High School,6.84,0.0,2.49,2.59,3.6,9.34,3.7,Average,10,43.95,29.79,67.68,43.51
1782,18,Other,High School,2.99,2.81,1.63,1.06,2.94,6.35,6.66,Good,9,37.4,50.91,42.51,18.01
1787,19,Other,High School,0.91,4.61,2.93,4.71,0.6,7.84,5.79,Average,9,36.79,30.59,26.94,16.27
1792,21,Male,High School,6.54,1.65,1.34,1.33,1.46,6.5,11.58,Good,10,44.6,53.94,65.75,34.54
1794,20,Female,High School,6.29,1.1,1.61,6.67,1.07,8.35,11.56,Good,7,35.61,50.36,49.49,33.08
1796,19,Male,High School,4.89,2.59,0.0,5.33,1.23,9.25,4.81,Poor,8,39.21,31.49,53.7,21.67
1798,19,Male,High School,4.8,3.54,3.05,2.75,2.53,8.15,11.08,Average,5,31.13,60.44,30.25,9.86
1804,18,Other,High School,4.43,2.76,2.4,2.92,0.93,7.16,11.01,Average,6,37.87,42.78,43.19,26.69
1805,17,Other,High School,4.18,4.41,2.09,0.05,1.2,5.89,3.35,Good,2,29.44,51.28,21.6,1.0
1806,24,Other,High School,2.61,4.36,1.55,3.91,3.32,7.66,8.09,Average,3,9.56,65.05,3.52,1.0
1807,17,Female,High School,4.93,3.71,3.21,2.0,1.33,5.78,2.72,Good,3,31.07,30.87,34.52,21.22
1812,18,Female,High School,3.21,1.78,0.92,4.01,0.64,5.48,5.05,Average,5,21.69,49.02,33.04,10.28
1819,24,Male,High School,5.38,3.29,2.23,3.68,1.6,6.74,7.09,Average,4,20.19,55.23,40.03,4.4
1820,19,Female,High School,3.23,2.26,1.19,3.36,1.86,8.21,5.77,Average,2,14.87,48.34,18.38,1.0
1821,22,Female,High School,6.85,2.03,1.97,1.08,1.73,6.44,5.59,Good,6,41.15,56.24,55.22,17.03
1822,17,Female,High School,4.44,3.15,0.0,3.96,0.96,7.93,7.39,Good,1,27.36,58.6,17.16,11.44
1824,23,Male,High School,4.32,2.24,1.24,0.75,0.94,5.31,6.36,Poor,9,39.72,45.05,53.15,29.59
1825,18,Male,High School,2.34,1.91,1.81,2.02,0.36,7.31,5.3,Good,8,38.45,21.31,45.29,33.92
1829,23,Other,High School,2.8,1.68,0.0,2.51,0.0,8.15,10.28,Good,4,27.0,56.06,19.63,8.36
1833,19,Female,High School,0.7,1.85,0.42,2.59,2.71,5.41,8.29,Average,4,10.02,74.71,1.0,1.0
1836,16,Female,High School,5.79,1.16,1.47,2.04,0.0,5.7,5.92,Good,1,27.58,46.86,26.47,17.56
1837,24,Male,High School,3.93,3.96,2.41,2.64,0.67,7.84,4.82,Poor,7,28.99,34.09,40.81,17.67
1838,16,Other,High School,5.58,2.62,1.89,4.03,2.98,4.93,4.61,Good,5,27.0,65.73,31.92,2.8
1840,22,Male,High School,1.62,1.04,3.22,4.11,0.01,6.56,7.94,Good,10,31.89,71.45,31.95,13.8
1845,24,Female,High School,3.73,4.38,1.84,2.84,3.17,7.67,5.47,Average,7,32.4,27.05,37.73,24.52
1848,16,Male,High School,4.0,3.9,2.63,3.28,1.01,7.8,9.35,Average,2,17.04,47.34,19.47,6.29
1849,25,Other,High School,5.19,0.89,3.22,3.52,2.64,6.61,3.52,Good,7,27.11,34.81,54.52,23.47
1853,24,Other,High School,1.54,2.44,0.63,2.59,1.38,7.6,5.31,Good,7,22.97,42.97,15.34,7.35
1855,19,Female,High School,3.93,4.38,1.69,2.66,0.18,6.21,11.51,Average,9,32.87,54.84,35.2,18.56
1856,25,Male,High School,1.91,3.6,2.13,2.97,0.0,5.86,7.41,Good,9,33.31,63.56,32.0,10.22
1859,22,Female,High School,5.33,1.27,3.34,2.9,0.99,8.27,6.91,Poor,8,35.83,23.67,53.53,31.72
1861,24,Female,High School,4.94,2.52,1.84,1.59,0.55,8.29,4.74,Average,4,43.57,45.99,42.79,23.84
1863,25,Male,High School,4.47,2.59,2.48,4.96,3.39,6.9,9.03,Average,2,22.98,74.27,16.0,2.4
1869,19,Other,High School,4.23,2.35,1.91,1.89,3.4,9.71,6.53,Poor,3,13.46,8.59,43.74,17.38
1872,23,Male,High School,4.93,2.52,2.27,4.1,2.6,6.9,8.43,Poor,5,29.58,47.85,38.56,19.64
1875,16,Female,High School,2.97,2.48,1.04,5.92,2.17,7.77,9.23,Poor,3,9.54,39.75,14.29,1.0
1876,23,Female,High School,4.46,4.34,2.58,4.62,2.38,6.31,5.8,Average,9,31.22,45.63,36.58,22.9
1879,20,Male,High School,4.48,2.47,1.91,3.27,2.37,8.17,8.87,Poor,10,39.25,26.59,65.45,38.21
1882,20,Other,High School,7.45,0.49,3.09,4.15,0.0,7.1,6.75,Average,4,34.79,37.51,53.58,34.38
1883,18,Other,High School,4.01,2.0,2.93,4.63,1.65,8.77,7.04,Average,10,37.92,51.6,59.04,29.0
1885,21,Female,High School,1.91,1.48,3.52,2.53,0.11,6.18,6.13,Average,1,11.15,46.76,1.11,1.0
1887,17,Female,High School,4.94,3.05,2.43,5.7,0.84,6.19,3.99,Good,8,40.73,27.21,63.92,32.15
1888,22,Female,High School,3.99,0.0,1.76,2.07,1.94,5.33,5.31,Poor,8,18.98,54.17,34.56,17.46
1890,24,Male,High School,5.98,3.68,2.49,4.02,1.91,4.49,3.43,Average,1,17.34,50.5,21.95,15.21
1891,21,Other,High School,5.62,2.71,2.44,2.83,1.3,6.11,7.34,Good,8,40.87,53.8,55.15,28.55
1893,20,Female,High School,4.39,1.61,3.62,1.32,3.53,8.17,5.47,Poor,3,23.81,42.92,25.45,12.63
1900,16,Male,High School,1.96,2.38,1.87,1.08,4.28,6.21,7.08,Good,6,22.46,56.84,21.73,4.16
1905,19,Female,High School,4.43,0.81,1.51,3.72,0.21,8.21,10.84,Good,5,29.28,43.57,34.47,19.16
1906,19,Other,High School,6.29,2.95,2.8,2.01,0.0,7.89,4.68,Average,6,34.44,54.52,43.97,25.27
1913,23,Female,High School,5.87,3.15,0.17,5.4,1.44,7.81,3.58,Poor,3,27.52,40.07,32.26,13.43
1914,24,Male,High School,2.77,1.41,1.12,0.47,0.4,6.47,4.86,Average,9,35.81,40.62,37.01,16.56
1915,20,Female,High School,3.61,3.6,2.96,4.42,0.65,6.95,6.6,Good,9,37.11,31.01,50.84,30.72
1919,22,Male,High School,2.8,1.4,1.93,2.02,1.86,6.47,4.52,Good,6,15.47,51.05,16.59,6.12
1924,24,Male,High School,4.18,3.54,2.91,3.82,1.53,6.04,11.39,Good,7,33.63,67.84,38.1,19.32
1926,16,Other,High School,5.74,1.3,1.75,1.28,0.01,7.83,12.11,Average,8,45.17,56.09,54.0,25.26
1928,21,Female,High School,7.5,2.26,1.42,4.31,2.2,7.12,5.1,Poor,10,42.9,51.84,70.76,43.44
1929,18,Male,High School,2.98,4.74,1.31,2.09,2.85,5.84,6.07,Average,9,28.6,26.18,45.62,29.93
1935,23,Male,High School,2.38,2.95,1.27,5.09,2.57,6.57,13.7,Poor,4,21.1,48.9,21.12,1.0
1936,17,Female,High School,7.48,2.01,1.23,4.21,1.23,6.53,3.68,Poor,3,29.71,23.38,48.79,25.78
1938,17,Other,High School,6.64,0.75,2.43,4.1,0.89,7.53,10.12,Good,6,32.47,78.49,41.41,5.0
1940,24,Other,High School,0.05,1.49,0.84,4.05,0.0,7.8,6.46,Poor,10,23.77,20.91,31.91,20.81
1943,18,Other,High School,2.76,0.16,3.5,4.05,0.71,7.08,8.59,Good,9,19.51,46.67,36.05,13.77
1947,19,Male,High School,6.71,1.33,1.14,3.05,2.24,8.05,7.25,Good,2,20.29,19.62,35.59,28.71
1948,19,Male,High School,3.54,0.28,4.15,3.17,0.0,8.52,2.33,Poor,8,34.54,47.0,40.77,17.0
1952,24,Male,High School,3.86,3.73,2.2,3.53,1.78,8.2,1.17,Average,5,35.92,11.28,53.05,33.78
1953,25,Other,High School,3.76,0.75,2.11,1.71,0.24,10.0,8.62,Average,8,38.61,39.71,40.96,23.71
1955,21,Other,High School,5.81,3.24,3.01,4.29,3.06,5.54,3.43,Poor,4,21.13,50.47,32.69,15.97
1957,22,Other,High School,5.58,1.45,2.8,3.7,2.06,8.13,6.99,Average,1,26.34,40.11,32.77,11.02
1966,24,Male,High School,7.86,2.93,2.0,2.68,2.47,6.73,6.64,Good,10,37.59,39.29,72.82,40.37
1968,18,Female,High School,4.11,3.52,0.09,1.77,0.17,10.0,6.9,Good,10,43.54,41.84,60.98,38.23
1971,20,Male,High School,4.25,2.84,3.16,3.22,1.98,5.52,8.82,Good,8,30.36,50.76,32.6,17.09
1977,16,Female,High School,4.63,3.65,3.71,1.18,4.17,8.19,6.91,Good,4,32.8,41.15,37.21,30.69
1987,20,Other,High School,7.04,1.8,1.92,0.0,0.01,7.86,2.53,Good,10,51.29,35.07,81.37,52.14
1992,23,Other,High School,3.48,1.85,2.94,4.16,0.69,6.5,8.98,Average,9,22.53,51.16,40.54,23.82
1994,21,Female,High School,7.27,1.07,1.84,2.21,0.81,6.13,6.58,Good,1,30.23,49.67,23.63,14.11
1995,24,Other,High School,3.73,4.8,3.26,4.14,2.81,7.21,5.83,Good,5,24.22,42.92,34.57,22.99
1998,22,Female,High School,2.72,2.03,2.02,4.49,3.08,6.92,5.88,Average,7,32.85,38.49,30.86,22.63
2003,25,Other,High School,4.2,3.59,3.43,2.83,0.0,8.84,1.97,Good,1,16.68,24.95,14.05,11.96
2008,19,Male,High School,2.36,0.91,1.87,2.19,1.47,6.75,3.71,Average,1,14.49,26.58,5.74,1.0
2009,20,Female,High School,5.26,4.8,1.95,1.45,1.21,5.34,7.18,Good,6,39.11,59.6,46.35,25.04
2017,18,Female,High School,6.91,3.82,1.16,3.51,0.56,8.86,5.97,Poor,8,49.75,26.3,75.14,42.06
2022,25,Female,High School,2.62,3.92,3.06,3.76,0.0,7.67,7.45,Average,4,31.76,40.52,26.46,15.01
2023,23,Female,High School,5.66,3.31,0.67,3.61,1.89,4.41,5.87,Poor,2,25.27,74.36,26.34,1.86
2024,17,Female,High School,7.17,3.36,1.12,3.49,1.71,8.62,9.84,Average,3,36.88,50.9,52.78,36.65
2025,20,Female,High School,3.2,1.75,2.08,1.39,1.6,6.43,3.25,Average,10,33.63,56.39,42.6,9.89
2028,21,Male,High School,6.78,0.49,1.68,2.18,0.0,8.01,1.91,Average,8,47.11,27.64,71.21,54.27
2029,17,Other,High School,5.87,3.39,1.07,3.79,3.46,5.69,4.07,Average,10,40.4,35.0,74.58,49.68
2033,25,Male,High School,3.34,2.02,2.34,1.42,1.76,6.26,7.05,Poor,6,32.16,37.44,38.55,17.55
2038,19,Male,High School,6.31,0.81,2.77,3.5,2.23,6.47,9.01,Poor,4,22.91,52.16,36.88,10.17
2043,20,Other,High School,4.1,3.69,0.96,4.77,0.0,6.55,9.61,Good,6,29.59,77.59,34.56,10.06
2044,16,Female,High School,6.0,1.34,0.68,0.88,4.81,8.33,4.7,Good,4,23.63,31.87,49.58,28.49
2049,19,Female,High School,7.29,2.66,1.8,3.68,0.0,7.65,7.11,Poor,5,39.14,50.9,41.92,19.76
2052,19,Other,High School,5.68,2.57,1.44,2.52,0.99,7.31,6.75,Average,8,50.26,62.81,52.38,28.03
2053,19,Male,High School,2.98,2.85,2.73,3.07,0.04,6.24,9.15,Poor,6,24.93,41.81,32.84,22.22
2057,16,Other,High School,2.83,2.51,0.94,4.64,0.05,8.68,4.17,Poor,1,20.7,15.65,21.6,18.91
